Rating,Professor Gender,Comment Text
4.5,M,i had pro pezzelo for justice and human rights he is amazing great guy who cares about his students take home midterm and final which is really easy if you take notes and utilize his office hours come to class sign in and leave whenever you want attendance is mandatory he shows alot of movies taking him for two classes next semester
4.0,M,yes this is a good class if you like to slack off you definitely have to come to every class he shows alot of movies i did go to every class and took notes which made it really easy to write the papers but you can just easily google the information too i enjoyed his class if you bother going you can learn some things
5.0,M,taken three of classes he is very easy to understand and make the subject matter interesting he is always willing to answer questions he is very clear on what will students will be tested on and provides handouts for guide purposes
5.0,M,filson is great humorous and friendly he is incredibly helpful and smart has a phd in the subject he seems to understand that students take this intro class simply as a requirement so he emphasizes learning general ideas rather than minute details that will be forgotten by anyone not a geology major
4.5,M,my favorite teacher so far he made geology fun and interesting and helped you anytime you needed it field trips were easy very fun class
4.0,M,lighthearted and fun he makes math interesting he tends to go too fast thru some problems you have to ask him to explain it or slow down only tests add them up and divide by your grade the tests are fully comprehensive however he give very difficult problems this class blew my gpa and i still recommend him
5.0,M,a great take his time to explain the test are stree free and so i his u take he give you credit if ur ans is a little bit incorrect
5.0,M,bob is the best teacher for math i dont like math but he made it fun and easy to understand would definitly recommend taking him the tests come write out of the textbook he will stay after class if you need help
5.0,M,bob teti is a great teacher he is very easy to understand and if you need help he will stay after class to help you he make math fun and easy he goes over the homework in class and if you have any questions he will go over it even if he teached it would definitly recommend his class
5.0,M,bob teti was a very good teacher he explained the topic his notes really help you on the test and he tells you exactly what is going to be on the tests homework is not mandatory but he will s about the homework would highly recommend taking him for math
5.0,M,mr teti is one of the best teachers period i wish he taught everything cool easy going kind helpful great at explaining the work and this helps you get it just all around great oh and the work was modest and exams pretty easy and im no math him over the others
5.0,M,this guy could cut class with his adonis like stature if you know what i am saying good teacher very clear with instructions and just as helpful i took two exams and did my homework homework is not graded but it will help you in the long run hardest nips this side of the mississippi
3.5,W,i took mythology with shelia and it was a difficult class she gives tests and a paper the tests cover a ton of material and are difficult to do well on we really discuss the reading only the but the tests were mostly on the reading very frustrating plan on studying weeks in advance to get it all
2.5,W,do not take her it will be the best decision you ever make class is extremely boring all she does is sit at her desk and read off her notes you even have to read the books she assigns her teaching style is inexplicably flawed some aspects of this class are but you will regret taking this class with her
3.0,M,recommend him but its not impossible to pass his class i dropped it and am taking frank and farrar take those two guys if you can
1.0,M,i like his teaching style he is very vague when he teaches he once sent an e-mail to all students sorry missed class i was busy i thought that was so rude i dropped his class after that episode i would suggest another biology teacher
1.0,M,i had him years ago and i can honestly say he is not good at teaching i have no idea where volstate finds their biology teachers but they need to start looking elsewhere
5.0,M,mr schbig is a super nice teacher he will help you in any way if you just ask his lectures are kind of boring but he gives you power point notes and reads straight from them all of the test are simple as long as you study the notes given to you human anatomy is a hard class and he understands that he really breaks things down for you great
3.5,M,i signed up to take a science class not a sermon that ridicules current scientific theory his answer for how things came about is god did it he originally ridiculed evolution but he finally taught some science and briefly touched on evolution but after class he held a meeting for the religous fanatics in the class to explain why it was fals
5.0,M,i think he is an awesome teacher i had to retake this class after summer course that was awful dr frank actually taught me something and was always willing to help he does not over-complicate things at all hands out study guides of what will be on tests and offers extra credit
4.5,M,love dr frank funny nice willing to help anytime and really cares he knows a lot about ap and can answer most questions right away gives helpful handouts and all you have to do is listen and study it was a great class he made it fun and a lot less stressful would take him again
4.5,M,nice teacher tries to make the subject fun and is willing to help if you understand he gives out study guides with what will be on the test highly recommended
4.0,M,his tests are very very hard hardly anyone passes them i would study for hours everyday and barely make a c he does know what he is talking about but sometimes he makes you out to be an idiot if you ask questions this is a very hard course take it and in the same semester buy the book lextures are straight from powerpoint
4.0,M,is a great had him for i i know anything abt studied his ppt completely and the with an reccomend highly for all the biology need to buy the study his ppt covers everything and even comp exam was easy
3.5,M,he is a hard dry and boring but i made an a and i am no bookworm a lot of people give him a bad review becuase he is not and easy pass do the work required and you will do well he gives you studyguides this is college not kindergarden not supposed to be easy
1.5,M,he would announce ppl rcvd an a b or c on exams thats a passing rate textbook is useless never opened it he does his best to humiliate you for your lack of knowledge no open discussion you show up take off the pp take exam if you request any information or ask for clarification you do this at your own risk
2.0,W,hard to take as an online class did not return emails very very slow at grading assignments assignments are randomly placed throughout the semester lets you know after the deadline that the test period has been extended not helpful when you ask her questions i would take another teacher if i had the opportunity to
5.0,W,bus under mrs moore is one of the best courses i have ever had she stresses grammar which is very helpful to me i learned a lot from her class take her if you can
5.0,W,mrs moore is a great teacher who knows her subjects and is helpful to all students she has high expectations of her students but is clear in these expectations you have to meet deadlines but this is great preparation for the future
5.0,W,mrs moore is an excellent teacher she knows her subjects and is helpful to all she requires students to do their best and to abide by all deadlines but that is what real life is like she does a great job preparing students for their futures
2.0,M,if you want to learn anything to help you in your future eng class this is not the teacher for you he rambles on about his life with very little about english itself his class was useless and i did not learn anything except not to take his class again
4.5,M,very cool loved him so helpful and easy going
2.5,M,he is very laid back if you already know mla you will find yourself correcting him in your mind very minimal class time which is good because he tends to ramble and get off track all in all he is very helpful and is available for further questions
1.5,M,if you want to drive all the way to school for nothing this is the professor to have we have four grades the entire semester and going to the library is considered class i also think he is very confusing an easy a but i consider it a waste of my time
5.0,M,a great teacher very helpful and attentive talks about his son a lot but really good person main thing you gotta take notes and you gotta study tons of homework online that takes forever but the homework is useful start off the class with a negative mentality study all vocabs and all math laws he shows great teacher
4.0,M,the subject was hard for me but as long as you study take notes attend class and ask him for help you can do well he is very willing to help those who ask
4.0,M,i hated do but he makes it as good as it can be go to not miss ask his will help those who pc homework be active in cares if you do this isnt an easy class once you know and transcend do not miss class had him for same sentiments my grade b
1.5,M,he would not answer questions he would make you guess and feel dumb for asking the question did not offer any extra credit to help reach your goal i studied for hours outside of class and could not make above a c on his test they are hard
4.5,M,nice teacher very smart knows chemistry extrememly well he is not an easy teacher some people have said you have to do extra work to get an a thats exactly right you need to be there everyday take lots of notes and study alot to pass not a just go to class and do work and pass heard other chem teachers are way easier especially in lab
4.0,M,he is hard but very helpful if you want the grade you have to earn it
3.0,M,i agree he is very hard most of the time is wasted on graphs and not lecture from the text very hard and complicated
3.0,M,very very hard his time is spent on learning to graph demand too many assignments and the final is really hard not recomended
4.5,M,he is very clear teacher his tests are hard especially the final it cumulative but it was extremely hard he is willing to help which is very nice you can take your papers in and have him look at them and he will grade them before you turn them in and give them back to you to correct i would recommend him for anyone
1.0,W,if you like science and know it well take her if not she is fair with grading but her tests are difficult and she does not have patience with those who catch on quick science is not my subject and she made me feel really dumb by acting as if it was so simple and that i should have already known it she has a rly thick accen
1.0,W,will never take her again she is not helpful if you do not understand she will raise her voice like her getting louder will help one to understand better her test are very hard i am pretty sure that she picks the hardest problem possible to give to you just to try and make you fail over all i like her
4.5,W,will take her again dropped lowest test score and lab plus curved the test grades very helpful can ask any questions as many times as needed she makes chemistry easy
4.0,W,she was very easy and very lenient with grading everything even on our tests she added points one time i am taking her again in the fall for chemistry
4.0,W,she is awesome i have alot of trouble with science and she made is fun and easy she gives zero homework and its all done in class plus the homework in class is the same as the test so just study a few min and an easy a take her
5.0,M,professor jobe is great it is a class so no he doesnt speak often but the point is for you too if you are an intelligent person you will enjoy his class you do need to study on your own but this is college not highschool i was nervous to speak and his class helped me greatly take him if you need this class
2.0,M,speeches ran late day he said me others would go next class-so we all do he knocked points off for being overly unfair about attndnce too tests are xtrmly difficult due to him never reviewing get ready do all the speaking too students had to do more speaking than he did how bout earning your paycheck mr j
3.5,M,i took his online class this teacher is great he is very nice and understanding i would take him again anyday
5.0,M,i took his online comm class and it was great everything is very organized with lots of details so it is very easy to see what you will be doing he gives weekly quizzes but you can take them up to times to get the best grade possible a few assignments here and there and big speeches that you must do great class great teacher
4.5,M,dr warner will give you all of the information you need to pass his class with a good grade you will need to prepare for his tests but he gives study questions with answers in advance prepare to give speeches during the semester
3.0,M,i think annoying he can go from laughing hysterically one minute to mad and pissed the next the course is easy but at lot of his instruction is unclear and contradictory
3.5,W,took this class during the summer and would not recommend you do the same unless you are willing to work hard she used mymathlab for homework and quizzes plan on doing lots of busy work online however it really helps you learn algebra if you work hard show up and text in class you will make it
3.0,W,ok at first she was an ok teacher then towards the end she took a turn for the worse i finished with a which is failing and i was pts away from passing but she is not willing to help me so i am failing and i am having to take this class again this summer
5.0,W,she is very helpful if you need help she is willing you get a on homework as long as you do them
3.5,W,uses my math lab so if you dont have alot of spare time do not is a very good teacher she hates people who are slackers sleeps in class or texts in you dont do that then you should be fine
5.0,M,he is an awesome instructor he explained things well and through in a few jokes here and there to make it interesting i would definitely consider taking in algebra class
5.0,M,amazing teacher always available to help me out when i had questions i look forward to having him for my next two sciences classes amazing a lot of work but received an a in the end
5.0,M,note i only had mr lombrana for the lab part not the instruction part he is a cool guy laid back and is very clear on all his instructions no tricks with this guy he tells you exactly what he wants
5.0,M,i loved to stay late and help those who need it and teaches slowly and lets you call him us feel like he was a friend tutoring us rather than a prof math is not my he was totally cool and very his tests are pretty
5.0,M,he is a great teacher makes learning fun and is willing to stay late to help you get it one of my favorite teachers so far
1.0,M,he is so picky about the papers and his grading scale makes no sense he is always changing something around and he pretty much murders any work you turn into him
1.5,M,i would not take this guy his grading is all over the place and he judges your work based on his ideals take someone else you do well in his classes
5.0,W,this professor is one of finest she works with her students so they understand the material she goes out of her way to give students feedback about their work she knows what she is talking about when teaching class even without the text i learned a lot from her a better writer because of her
5.0,W,judy is such an amazing lady and all who have commented here know what talking about this was my second class with her and i feel as though i have taken so much out of both classes she really allows you to be creative and opinion means the world to her she truly means well its noticable how much she cares
2.5,W,she comes to class late and lot of cancel classes got on all her assignments and got an a in the class not really helpful outside of class attendent is helpful because she changes the assigment all the time
3.0,M,reading the textbook is a must a nice guy but not the greatest teacher tests can be hard but he curves pretty generously write down all the examples and demonstrations in your notes they often appear on tests
4.0,W,she knows exactly what she wants it was an easy class take notes on how to write do your homework ad she usually gives extra points
2.0,W,she was the worst teacher ever had she would have a different personality every day and she rarely or should i say hardly ever passes anyone so if you take her good luck and have fun
4.5,M,dr andy jones is a great professor he always had extra office hours in downtown davis he is really helpful although he is a tough grader its only because he wants you to be a better write you will learn a lot the readings were light not too much also really funny he always made the class laugh a class i never wanted to miss
5.0,M,is one of the best teachers i can honestly say ever had he is funny and extremely knowledgable and helpful
4.0,M,wonderful professor who clearly cares about each and every one of his students whenever i needed help with anything he was there to help me he is sort of goofy but it makes the class more enjoyable and the time fly by i suggest that you take as many classes as possible with him he will help you through
5.0,M,mark bryan is an unstoppable scholarly force because he actually works as a professional playwright and actively learns from his students research becoming smarter at almost the speed of time impossible to be smarter than mark bryan in the same way that impossible to be older than the universe
5.0,M,wonderful professor class will be difficult if you read alot of reading is required you will be amazed by him he is so animated and is a wealth of knowledge course uses books he has on reserve at library if you dont want to buy them at end of semester you do murder profile highly reccommend just be reasdy to work in his class
4.0,M,dr curra is the best professor ever had pay attention take good notes and read what he tells you and you will do fine
4.0,M,possibly the coolest prof ever and he even know it he is really into his teaching but can get boring sometimes and put you to sleep midterms and exams all multiple choice and easy the a genius who always wears jean jackets d
4.5,M,i know what the others are complaining about tracy is very clear we had no test in my class she is into group discussions but she tries to get you to think about the material i heard guy say she teach him but he was the guy who begged answers off people and tried to cheat his way through school tracy is patient knowledgeable
4.5,W,i know what the others are complaining about tracy is very clear we had no test in my class she is into group discussions but she tries to get you to think about the material i heard guy say she teach him but he was the guy who begged answers off people and tried to cheat his way through school tracy is patient knowledgeable
2.5,W,awful she still uses a chalk board writes notes that are impossible to follow draws pictures instead of using powerpoint or other forms of technology and is totally full of herself i cannot stand this woman the final exam has absolutely nothing to do with what we learned in class
5.0,W,kelli loves anthropology and it is easy to see through her teaching the first day of my first class was intimidating because she really throws the work at you but i believe just to let you know this is not an easy a class fellows i ended up taking a class from her every year i was at i guess you could say i like her pretty good
5.0,W,she is strict about cell phones and stuff but she teaches how to write you should take her course
4.0,W,very kind considerate respects her students and expects respect in return allow baseball hats cell phones people resting their feet on the seat in front of them late comers gives full attention and expects the same from her students in addition very stylish elegant and beautiful great teacher when students behave accordingly
5.0,W,at the beginning its like she is hard but really really nice
5.0,W,you can get a really good mark if you always go to the class but miss because she asks questions from the class in the exam
5.0,W,she is very fair and gives good grades but if you are academic dishonesty she will catch you
3.5,M,he is a lovely older man easy going and friendly teaches you as though you were an adult test come from the hw directly i recommend him for an easy and enjoyable class
5.0,M,i took prof online class he was crystal clear in his directions and he responded to emails quickly and in a respectful manner i suggest taking his class and i think twice about taking an inclass couse also
4.0,M,a very nice man that give you a lot of hassle he treats you like an adult homework and exam come from the questions at the end of each chapter in the book his english is not the best but anyone can excel easily in his class if you do the hw i highly recommend him
5.0,M,one of my fav teachers in the homework but you have like or easy says attendance is mandatory and u get cuts or he lowers your thats not completely true unless you miss a lotttt so reccommend takin this class
5.0,W,dr huntley is awesome she is extremely easy too
5.0,W,this is a great professor she explains things very clearly and really enjoys her job her tests can be a bit tricky because there is a lot of information covered but if you study your notes and do well on the quizzes and research paper do great we had a lot of fun this semester
5.0,W,very sweet and smart lady i learned so much out of both of her her you be disappointed
4.5,W,very good teacher class is her
5.0,W,test come straight from her lecture so if you pay attention and take good notes you will pass no problem she also lets you do test corrections for half of the points
4.0,W,prof zeigler was great i really enjoyed her class she makes the subject really fun and teaches it on a level for students that a geology major class attendance mandatory but if you go you might miss a quiz and the notes were important quizzes came straight from the notes would most definitely take her again
5.0,W,great teacher great spontaneous an easy a if you pay attention and come to class everyday taking her spring for geology and envs you will not get bored fun class
5.0,M,this is one of the best teachers had since coming to gpc she is patient and gives so many chances to make a better grade she has bonuses coming out her ears he demenor is pleseant she will only get mad when most the clas fails the test if you like math you should take her yes should she will get you through it oh and no homework
5.0,W,this is one of the best teachers had since coming to gpc she is patient and gives so many chances to make a better grade she has bonuses coming out her ears he demenor is pleseant she will only get mad when most the clas fails the test if you like math you should take her yes should she will get you through it oh and no homework
4.5,W,took shelly for and she is a great teacher and willing to work with and help her students highly advise you to take her classes
5.0,W,shelly is by far the best she is very clear at the start what she expects and its up to you to so the work but she will go aove and beyond to help you with any problems you have i took her for and a lit class just because i enjoyed her sooo much take her you wont be sorry
5.0,M,mr carter what a wonderful man fun funny loved his class best class i have taken so to learn and have fun take this class the smartest move you can make mr carter rocks
1.5,M,never graded homework midterm took a month to get back most of the questions for the final did not come from his notes lectures or the textbook took hours of online research for each question highly recommend
1.0,M,if you want a clear teacher go somewhere else the first thing he asks people in the class is if they have a learning disability not taking credit for his lack of a teaching ability or vagueness on what we are going to do i never had a class that basically is guess what the test will be on no examples whatsoever but if all the class fails oh well
5.0,M,i enjoyed his teaching
2.5,W,stay as far away as possible if on her good side fine but if she like you better to withdraw early she lets her feelings about students she like influence her grading also her instructions for papers are extremely vague and if you miss some small requirement she will penalize heavily
5.0,W,great teacher very understanding and goes out of her way to help you take her
4.0,M,michael is an amazing prof he definitely picks favourites and his acting class if physically challenging but if you take the work seriously he will respect you for it overall a fantastic theatre teacher
4.0,M,class itself is easy but when it came to actually taking the tests i feel like we were prepared enough for the questions asked however he is a really fair grader and will give you the benefit of the doubt so if on the right track get most of the points
4.5,M,excellent teacher knows his subject
4.5,W,mrs hampel is a great teacher she definitely wants her students to do well in class she works hard each class to teach you the material by going through practice problems i recommend her
5.0,W,i love mrs hampel she is very helpful and is willing to do anything for you she goes through the problems step by step and gives you easy ways to solve them she really wants all of her students to do well i definitely recommend her
5.0,W,prof hampel is a great teacher she is fair helpful and knows her stuff if you show effort she will help you out as much as possible truly cares about students i recommend
2.0,M,for intro level course he was impossible to listen to i know if it was his odd mannerisms or slow drawn out style but i found it impossible to pay attention in a subject i love the material in class was less than half of what was on the test reading the dry text was mandatory
4.5,M,heywood is an amazing professor he is one of very few whom i truly believe understands the real world and its workings willing to help you out with most anything even if it has nothing to do directly with geography very insightful understanding and helpful would definately take courses from him again easy a in a credit course
3.0,M,he really does make it easy for student however i feel like he has any ability to teach very hard to understand but you need to listen in lectures to pass
4.5,M,neil is a great professor very passionate about students and the material all tests and quizzes are online he also gives you the pdf file of the before hand so you can print it off and work on it with a group before submitting it online easy credit a if you are willing to put the time into it which is not a hard task to do
4.0,W,trish is understanding and easy to work with she is really nice and she explains everything on a weekly basis for online learning lots of reading though and lots of home work she did give a midterm and a quiz only a couple days away nice but hard
1.0,M,this is the most terrible professor i ever had refuses to answer questions he has admitted many times he does not know how to do some of the homework problems the average on the open book tests are always about percent i have gotten all in college and got a c in this class he will not curve tests stay away from this professor
3.5,M,i think well past his prime mentally speaking but he is a really nice guy and made sure to help us in any way possible in office ours going over hmwk in class giving extra-credit open note exams with questions often coming straight from lecture or homework
1.0,M,had this professor twice now for two different classes and he tries to teach the exact same material he told us in class that he expects us to learn it on our own and he expects that we will fail with having a open note open book and partner test and the class average was do not take this professor
1.0,M,this guy is horrible his lectures are pointless he doesnt know how to use a computer so good luck getting your grade he doesnt answer questions in class i made appointments to see him in his office and he only showed for he builds on the easy material in the book to make them not take this prof
1.0,M,worst prof ever class was a lab it had little to do with actual physics if you followed his instructions perfectly he would still tell you it is wrong and walk away without explaining a bit take him if you can help it
4.5,M,this man will reply to your e-mail in less than mins i swear very hard for intro to media industries much easier for internship seminar in all fantastic professor super passionate about what he teaches by far the most useful class i have taken at fordham
4.0,M,he gives a lot of work hw assignments are only of the grade but there are like of them in one he is a fantastic professor who encourages students to be both analytical and critical about the media industries today very engaging lecturer never a dull moment midterm final are long and really overwhelming you learn a lot
5.0,W,i took her week course and to be honest i was scared out of my mind on my first day with her tough but she definitely knows what talking about this was my second time in the course the first time i withdrawled because i was failing and the second time around i got an a i recommend her for sure
2.0,W,very livid about students talking during class she seems like an ignorant person i would not take her if i was you
4.0,W,today was my first day with this teacher and i can already tell this course is going to be a tough one she seems like a very nice lady but she expects a lot from her students she have very good hand writing and she talks rather fast all in all a little nervous as to how well going to do
1.0,W,also her handwriting is impossible to read which causes her to repeat everything she writes down several times
1.5,W,she is consistently minutes late for class if you miss a class for any reason including death in the family even if you let her know ahead of time that you will be absent you will get a zero for the work you missed she does not allow any make ups and has really screwed some of her students over
3.0,M,baer is baer once acquired a taste for his very specific exam questions you understand what you will be asked in the future it seems like he loves what doing which is a plus you love him or you hate him
5.0,M,anyone who says dr baer an awesome prrof obviously care enough to study hard dr baer is probably the est education professor at rider i wish he taught more classes because i would love to take him again
4.0,M,very knowledgeable but it seems like he care too much about students success he pics favorites in class so its helpful to be part of ashrae and other student groups not very approachable if you understand something and ask a question he will sometimes talk down to you watch for his bpm blinks per minute
3.5,M,think you have him figured out the first day he is sly like a fox he is very good at getting you out of your comfort zone be open minded and enjoy the class he is extremly educated and wants us to be also i recommend him
5.0,M,great professor had two classes with him and he is super easy and interesting
5.0,W,dr williams is extremely helpful and a fantastic professor she has great guest speakers from the professional world and has wonderful contacts in the entertainment industry the most fantastic bonus is that she is so hot you going to find a better looking professor
5.0,M,although this class is extremely tough prof ruhi works hard to teach his students well his grading is very fair and he always responds to emails promptly even on the weekends as long as you attend lectures you can do well in the course
2.0,W,horrible if you can change professors then do it she is so boring she assigns pages of reading a night she is super snobby and if you answer something incorrectly she basically laughs in your face attendance necessary but if you want to do good then read all of the assigned readings
2.5,W,worst class ever first week you learn you dont need to read the worthless textbooks grades papers like she is a english teacher has nothing to do with my major teaching method is as dry as dirt pages of dry reading per night papers do yourself a favor and get out of that class worry about design
5.0,M,once upon a time there was a professor named michael martone one day he got a motley class full of en students some dropped and some stayed and those that stayed had a glorious time in his kingdom once the semester was over the students and their good grades lived happily ever after take him if you have the opportunity the end
4.5,M,he really loves writing and gets really into talking about it and telling stories a very interesting and great person to meet the class is mostly discussion with some creative writing assignments all do at the end of the this class if you are interested in learning alot about creative writing and what it means to you
5.0,M,i loved professor cuevas i will take him again he does expect you to try in his class but if you put in effort to the class he will see that and give you a grade to reflect that i have had teachers here that will not give you a good grade to be contrary but professor cuevas is always open to helping and to hearing new opinions take him
5.0,M,i took nicoletto for tests are straight from the notes and hard as hell you have to know the material you take notes the entire class period attendance required but strongly advised if you want to pass he is fair and extremely helpful lectures are completely relevent to the course been one of my favorite professors
4.0,M,dr nicoletto is very nice his tests are totally from the notes if you study your ass off from those you will pass lewis as a lab teacher sucks though go for posey
4.5,M,you take notes the entire class period need the book his tests are straight forward but annoying becuase all blank so you pretty much have to memorize everything cool too much into evolution though
4.0,M,good teacher very nice guy gives somewhat difficult exams but is helpful outside of class i would recommend taking his course solid accounting professor
5.0,M,dr hovell is one of the toughest but best profs had he is fair but extremely demanding which is good preparation for publishing in the real world one of the best adherers to scientific principles that encountered
4.5,M,good teacher--very fair and impartial uber smart he knows everything about the subject very nice too
2.0,W,while nice her class was extremely boring and she mostly read off the powerpoint often times her sentences droned on to nowhere not very impressed considering it was a grad school level class
3.0,M,i took his honors class he obviously thinks highly of himself and i disagreed with the biased point of view he taught however the class itself too difficult two books lecture material online tests covered all aspects could use the on them for still needed to know the info prior or be out of luck
5.0,M,absolutely the best professor i have taken at assumption he is clearly passionate about what he teaches and his lectures are so engaging and interesting taking gendron made me decide to be a criminology miss out on this prof
1.0,W,absolutely horrendous online class and while i have to do the chats weekly that some others mention i can relate to the frustration she grades things weeks after they are due her class is completely unorganized and she never responds to anything her feedback on your submissions is vague and of no help at all i wish i could rate lower
1.0,W,the worst and most lazy teacher her with the dean it is not fair to have teachers like canceled more than half of the not check drafts classmates final is really a draft that you send by replies telling you something general about your wonder if she really reads the essays
1.0,W,her online class is horribly confusing she is totally unhelpful and snaps at you when you ask for help instead of answering your questions and the assignments and readings she gives are not easy
4.0,M,if you love literature enjoy his class his lectures are relevant to the that we read in need your book to follow his discussions and if you want to do well on the final come to class because his key points on every is necessary to do well on test essays are easy and he will help you when you need it
5.0,M,he is the best professor ever had intelligent passionate hilarious and truly wants his students to do well--and he will teach you how to write not an easy grader but lenient with due dates and always willing to work with you if at all possible take him
2.0,M,save yourself and your sanity and avoid dr stokesbury yes he knows what talking about and at times makes some nice points but his tests are absurdly difficult and he is fairly rude and abrasive steer clear of this one
2.0,M,mean spirited teaching style seems intent on discouraging his students from enjoying writing he give you any grades on your poems until you get your final grade after the semester i failed the course simply because i turn in a second revision of my poems i had worked on most of the semester and he graded them as zeros
2.0,M,absolutely by far the worst professor i have ever had rude arrogant for no reason at all and he is consistently minutes late to class but marks you absent if you are minute late his way or the highway even think about making suggestions the only way to get a good grade is to do exactly as he says no imagination
1.5,M,wow where to begin leon rambles endlessly when he does speak directly on a piece of poetry its a miracle if he has something important or poignant to say rude an ass and in no way at all helpful also too self-assured to ever be wrong so do not disagree with him or your grade will be affected one of my worst professors ever
5.0,W,she is a great teacher she challenges to think and has many discussions you really have to read the books because she does give pop quizzes and they are necessary for the discussions a bit hard on grading essays but you can take the out of class essays to rewrite again for extra points and it helps out with your writing skills love her d
5.0,W,she is fantastic yes she is a hard grader but just because she expects college students to write at college level she will patiently and clearly answer all of your and allows you to revise each of your take-home assignments for credit quizzes are easy just make sure you do the reading and come to class on time love her
5.0,W,professor nichols is one of my favorite teachers here at pcc i had a class with her and i never dreaded coming to class because she made class so fun there were many discussions in the class which is always interesting always read the reading assignments and always come to class early or you will miss out on the pop quiz
4.5,W,i had her at acc really nice fun class is mandatory abs allowed but understanding if you need more she give you an a but not hard to get one i never bought the book i just looked up the stories online definitely recommend her essays a final essay and some easy journal assignments take her if you can
3.0,M,his coursereader is useless most of the content is copied from the book we have to buy it only for three coverpages he also allow us use copies of his coverpage may i ask who wants to spend bucks to buy only three coverpages so he is just a thoroughly profiteers
4.5,M,this teacher is really cool he was a usc professor this class is very easy to compare with another teacher forman mr catalano did teach something take him you will get a
5.0,M,great teacher he enjoys helping students and has a great sense of humor he teaches everyone as if they had just begun playing guitar he is very interested in teaching his students and what they want to become all you have to do is practice playing and you do great
3.0,M,to many students his class were hard honestly he was a pretty good professor and always tried to give some advice concerning our future and goals just study hard and you will get what you deserve
4.5,M,wonderful teacher enjoyed his lectures he gives a hard exam but so willing to help you improve go to his office hours very friendly and engaging
4.5,M,probably one of best professors had so far extremely helpful and really cares about his grades the lectures too bad he makes some cheesy jokes but all good fun his class was the first history class i actually liked going to it too hard just take legit notes and you should be fine
3.5,M,real nice guy and is really helpful if you go after class to see him cracks some good jokes in class to break up the boredom at times lots of optional work that kind of helps out on tests the tests are extremely hard though i would say avoid if you want your gpa to stay where it is at
4.5,M,one of the best professors i have had i would recommend him over any mqm teacher people who complain about this class are those who like definitive and struggle to think outside the box he may grade you lower but there are so many points that it is impossible to not get at least a b
4.5,M,great teacher lecturing is at a minimum he wants to know he has your attention and you are learning many students go to him for encouragement he cares about his students one problem the topic of the class opportunism is and businesses will want employees who follow the fundamental rules rather than opportunities to exploit
3.0,W,in all honesty karen is not all that bad granted she leaves comments and does seem like a stickler but shes ok finished the class with a b and i feel that she helped my writing out a lot i would recommend her class however it is very work intensive even for an online class
1.0,W,this lady has a huge ego problem she doesnt respond to emails when you have a question and when she does get around to them she treats you as if you are an idiot i have never been treated so poorly by a teacher in my life honestly take this class because if you get on her bad side she will be bias worst professor at ncc period
1.0,W,this women is a total nut she is nasty unclear and arrogant she doesnt treat you like an equal and leaves unprofessional comments in her emails she is late with grading and refuses to answer questions without getting mad or making you look stupid i wouldnt reccomend this professor at all im an a i think this lady is an airhead
5.0,M,he is an awesome down to earth guy he is willing to help if you have problems the best professor i have ever had he cares a great deal about his students i totally recommend him for a professor for an easy a
1.5,W,absolutely terrible yelling at students is not the way to teach students she also goes off on tangents to rant about her personal life even though it has nothing to do with the class content
1.5,M,avoid taking this with you will fail lectures are not very thorough he go into detail you will do homework and be randomly called upon for the homework tests are extremely difficult be prepared to teach yourself like all acc classes at eku
4.5,M,such an easy teacher you even have to go to class just show up for the tests if you have a picture on your cover page of your papers get an a definitely suggest taking him
1.0,M,this mas has been teaching the same way for the last years and changed a thing during his time at eku once he hates you he will always hate you get on his bad side there is one way to learn in his mind and that is his way to stay awake in his class is a true challenge time to hang it up dr ferguson
2.5,M,unfair picks his favs a right answer is the one which he agrees with free thought is not allowed not a very fair marker avoid him
1.0,W,you are grad students your not in kindergarten she is full of herself rude and refuses to answer questions when directly asked instead she says put it on the discussion board so your class mates can answer it i pay to have an instructor if i wanted to teach myself i would by a book do the work and ask friends if they understood for free
1.5,W,this class is the biggest waste of my time possible unless you will copy information word for word for her examples you will not do well this is the only place that you can get a hundred on a quiz and score a c on a discussion post
1.5,W,will not provide any assistance when needed she comes across as very arrogant and can frankly quite rude she does not understand that this class is an online environment and dealing with numbers online can be tricky the fact that all of her ratings are negative--speak volumes please be mindful of this when taking ber
4.0,M,he seems really rude and arrogant in class but he is a good professor and i learned a lot the class was interesting even though i did not think i would like it at all i would encourage anyone to take this professor he really wants you to do well but expects you to earn it
